Car Model,Condition,Mileage,Price (USD),Monthly Payment,Dealer Name,Year,brand,Mileage_mi,Condition_car
2024 Volkswagen Atlas 2.0T SE w/Technology 4MOTION,Used,31101,33900.0,637.0,Al Piemonte Nissan,2024,Volkswagen,31101.0,Used
2024 Mazda CX-90 3.3 Turbo S,Used,30206,29900.0,562.0,Al Piemonte Nissan,2024,Mazda,30206.0,Used
2019 Ford Edge Titanium,Used,73880,17998.0,338.0,CarMax Warner Robins,2019,Ford,73880.0,Used
2015 Honda Civic LX,Used,107429,9372.0,176.0,Old Orchard Nissan,2015,Honda,107429.0,Used
2021 Hyundai Palisade SE,Used,86454,22000.0,414.0,Roesch Ford,2021,Hyundai,86454.0,Used
2024 Mercedes-Benz E-Class E 350,Used,9288,58795.0,1105.0,Jidd Motors Mitsubishi,2024,Mercedes-Benz,9288.0,Used
2018 Ford Transit-250 Base,Used,26943,26500.0,498.0,Gmotorcars Commercial Truck,2018,Ford,26943.0,Used
2024 Kia Forte GT-Line,Used,25413,20499.0,385.0,Family Hyundai,2024,Kia,25413.0,Used
2024 Ford Bronco Raptor,New,,86011.0,1617.0,Joe Rizza Ford Lincoln,2024,Ford,,New
2024 BMW X4 M40i,Used,5100,66361.0,1247.0,Bill Kay Chevrolet,2024,BMW,5100.0,Used
2021 Chevrolet Silverado 1500 LT,Chevrolet Certified,31266,30441.0,572.0,Dick Wickstrom Chevrolet,2021,Chevrolet,31266.0,Certified
2024 Chevrolet Trax FWD 2RS,Used,6029,24719.0,465.0,Zeigler Chevrolet,2024,Chevrolet,6029.0,Used
2024 Subaru Crosstrek Limited,New,,33314.0,626.0,Napleton's Palatine Subaru,2024,Subaru,,New
2024 Subaru Crosstrek Sport,New,,33315.0,626.0,Napleton's Palatine Subaru,2024,Subaru,,New
2025 Chevrolet Equinox ACTIV,New,,34075.0,640.0,Phillips Chevrolet,2025,Chevrolet,,New
2014 Chevrolet Cruze 1LT,Used,88418,9334.0,175.0,Phillips Chevrolet,2014,Chevrolet,88418.0,Used
2019 RAM ProMaster 1500 Low Roof,,120030,17495.0,329.0,Baha Auto of Cicero,2019,RAM,120030.0,Used
2013 Land Rover LR2 HSE,Used,106456,8495.0,160.0,Chicago Cars US,2013,Land Rover,106456.0,Used
2016 Chevrolet Impala Limited LT,Used,87677,12998.0,244.0,CarMax Bristol,2016,Chevrolet,87677.0,Used
2024 Jeep Grand Cherokee L Limited,Used,6376,46995.0,883.0,Luxury Motors Credit,2024,Jeep,6376.0,Used
2019 RAM 1500 Laramie,Used,23593,38998.0,733.0,CarMax Jacksonville NC,2019,RAM,23593.0,Used
2013 INFINITI G37 X,Used,72681,18998.0,357.0,CarMax Oak Lawn,2013,INFINITI,72681.0,Used
2022 Audi e-tron S Premium Plus,Used,15286,33472.0,629.0,Old Orchard Nissan,2022,Audi,15286.0,Used
2025 Chevrolet Trailblazer LT,New,,28365.0,533.0,Jennings Chevy / VW,2025,Chevrolet,,New
2016 Nissan Titan XD Platinum Reserve,Used,89945,23995.0,451.0,Pro Cars USA Inc,2016,Nissan,89945.0,Used
2009 GMC Envoy Denali,Used,135503,7995.0,150.0,Omni Auto Sales Inc.,2009,GMC,135503.0,Used
2019 Porsche Cayenne E-Hybrid S,Used,58064,44900.0,844.0,Napleton Porsche of Westmont,2019,Porsche,58064.0,Used
2005 Buick Rendezvous CXL,Used,64646,8990.0,169.0,Wheels of Chicagoland,2005,Buick,64646.0,Used
2004 GMC Savana 1500 Cargo,Used,94452,9995.0,188.0,Multi Autos,2004,GMC,94452.0,Used
2016 BMW M2 Base,Used,41917,23777.0,447.0,Greater Chicago Motors,2016,BMW,41917.0,Used
2024 Ford Transit-250 Base,New,,46653.0,877.0,Ford of Homewood,2024,Ford,,New
2025 Audi RS Q8 4.0T,New,,155790.0,2928.0,The Audi Exchange,2025,Audi,,New
2013 INFINITI G37 G37 Convertible 2D,Used,111178,13995.0,263.0,Exclusive Auto Haus,2013,INFINITI,111178.0,Used
2017 Nissan Rogue Hybrid SL,Used,107483,13250.0,249.0,Schaumburg Toyota,2017,Nissan,107483.0,Used
2012 INFINITI G37 x,Used,64167,11900.0,224.0,Steve,2012,INFINITI,64167.0,Used
2012 Lexus IS 250 Base,Used,62252,13995.0,263.0,Ray Buick,2012,Lexus,62252.0,Used
2025 Mercedes-Benz GLE-Class GLE 53 AMG,New,,112510.0,2115.0,Loeber Motors Mercedes-Benz,2025,Mercedes-Benz,,New
2011 BMW 535 i xDrive,Used,168000,6500.0,122.0,djordje,2011,BMW,168000.0,Used
2022 Dodge Charger SXT,Used,58119,18998.0,357.0,CarMax Palm Desert,2022,Dodge,58119.0,Used
2020 Cadillac CT4 Luxury,Used,39122,24998.0,470.0,CarMax Austin North,2020,Cadillac,39122.0,Used
2019 Acura TLX V6 Technology & A-Spec,Used,27843,24192.0,455.0,McGrath Acura of Morton Grove,2019,Acura,27843.0,Used
2022 Subaru Impreza Base,Used,26178,18900.0,355.0,Bredemann Toyota/Scion,2022,Subaru,26178.0,Used
2022 Tesla Model X Plaid Tri Motor All-Wheel Drive,Used,46665,61895.0,1163.0,Jidd Motors Mitsubishi,2022,Tesla,46665.0,Used
2008 Toyota Tundra Base,Used,113710,10995.0,207.0,Bose Motors,2008,Toyota,113710.0,Used
2013 Lexus ES 300h Base,Used,93321,15495.0,291.0,carneed,2013,Lexus,93321.0,Used
2021 Bentley Continental GT V8,Used,11371,177888.0,3344.0,Chicago Auto Place,2021,Bentley,11371.0,Used
2022 Genesis GV80 2.5T,Used,23618,41500.0,780.0,Napleton Aston Martin Maserati,2022,Genesis,23618.0,Used
2022 Land Rover Range Rover Velar P250 S R-Dynamic,Used,16417,40901.0,769.0,Ogden Lincoln Of Westmont,2022,Land Rover,16417.0,Used
2013 Land Rover Range Rover Sport Supercharged,Used,82489,13950.0,262.0,Revved Motors,2013,Land Rover,82489.0,Used
2017 Kia Sportage LX,Used,53941,15995.0,301.0,DriveTime of South Chicago,2017,Kia,53941.0,Used
2021 Jaguar F-PACE S P250 AWD Automatic,Used,42815,29997.0,564.0,Napleton River Oaks Hyundai Kia,2021,Jaguar,42815.0,Used
2024 Toyota Grand Highlander Limited,Used,24513,48829.0,918.0,McGrath Kia Highland Park,2024,Toyota,24513.0,Used
2022 Acura ILX Technology & A-Spec Packages,Acura Certified,35965,26490.0,498.0,Joe Rizza Acura,2022,Acura,35965.0,Certified
2022 BMW X7 xDrive40i,Used,27008,57500.0,1081.0,BMW of Orland Park,2022,BMW,27008.0,Used
2023 Tesla Model 3 Standard Range,Used,53905,24990.0,470.0,Car City Inc,2023,Tesla,53905.0,Used
2020 Land Rover Range Rover Velar SVAutobiography Dynamic Edition,Used,42857,48980.0,921.0,BMW of Schererville,2020,Land Rover,42857.0,Used
2015 BMW 535 535i xDrive,Used,60868,16995.0,319.0,Conway Imports,2015,BMW,60868.0,Used
2025 Chevrolet Equinox 1LT,New,,30035.0,565.0,Napleton Downtown Chevrolet Buick GMC,2025,Chevrolet,,New
2012 Ford Focus SEL,Used,66699,6000.0,113.0,Berman Subaru of Chicago,2012,Ford,66699.0,Used
2025 Mercedes-Benz GLE-Class GLE 450,New,,77755.0,1462.0,Loeber Motors Mercedes-Benz,2025,Mercedes-Benz,,New
2015 Lexus IS 250,Used,19272,24998.0,470.0,CarMax Dothan,2015,Lexus,19272.0,Used
2025 RAM ProMaster 2500 Tradesman,New,,50150.0,943.0,Sherman Dodge Chrysler Jeep RAM,2025,RAM,,New
2025 Chevrolet Equinox 1LT,New,,30640.0,576.0,Webb Chevy,2025,Chevrolet,,New
2024 BMW 430 i xDrive,Used,30142,35985.0,676.0,Countryside Mitsubishi,2024,BMW,30142.0,Used
2022 Tesla Model 3 Long Range,Used,21110,26971.0,507.0,Old Orchard Nissan,2022,Tesla,21110.0,Used
2022 Tesla Model 3 Long Range,Used,26082,25872.0,486.0,Old Orchard Nissan,2022,Tesla,26082.0,Used
2017 Toyota Corolla LE,Used,54393,16998.0,319.0,CarMax Salisbury,2017,Toyota,54393.0,Used
2022 Honda Odyssey Elite,Used,34253,35988.0,676.0,Jennings Chevy / VW,2022,Honda,34253.0,Used
2004 Chevrolet Express 1500 Cargo,Used,88995,18995.0,357.0,OKAZ MOTORS,2004,Chevrolet,88995.0,Used
2015 Cadillac Escalade ESV Luxury,Used,96950,25995.0,489.0,OKAZ MOTORS,2015,Cadillac,96950.0,Used
2024 Toyota Tundra Limited,Used,13926,51800.0,974.0,Advantage Toyota of River Oaks,2024,Toyota,13926.0,Used
2021 Lexus GX 460 Base,Used,100821,32980.0,620.0,Driven Auto of Oak Forest,2021,Lexus,100821.0,Used
2024 Alfa Romeo Tonale Veloce EAWD,New,,54790.0,1030.0,Joe Rizza Maserati Alfa Romeo,2024,Alfa Romeo,,New
2022 BMW M550 i xDrive,Used,47075,51000.0,959.0,BMW of Orland Park,2022,BMW,47075.0,Used
2014 Honda Accord EX-L,Used,39908,16989.0,319.0,Dick Wickstrom Chevrolet,2014,Honda,39908.0,Used
2021 BMW X5 PHEV xDrive45e,Used,53726,42500.0,799.0,BMW of Orland Park,2021,BMW,53726.0,Used
2025 Audi RS 5 2.9T,New,,89680.0,1686.0,The Audi Exchange,2025,Audi,,New
2024 Mercedes-Benz Sprinter 3500XD High Roof,New,,79419.0,1493.0,Mercedes-Benz of Hoffman Estates,2024,Mercedes-Benz,,New
2021 Toyota RAV4 Hybrid XLE Premium,Used,81074,28395.0,534.0,INFINITI of Naperville,2021,Toyota,81074.0,Used
2015 GMC Acadia Denali,Used,66035,22998.0,432.0,CarMax Oak Lawn,2015,GMC,66035.0,Used
2011 Ferrari 458 Italia Base,Used,12185,239991.0,4511.0,Platinum Motorsports,2011,Ferrari,12185.0,Used
2024 Land Rover Defender 110 P500 SE,New,,99997.0,1880.0,Jaguar Land Rover Hinsdale,2024,Land Rover,,New
2019 Chevrolet Silverado 1500 LD LT Z71,Used,30975,34998.0,658.0,CarMax Gaithersburg,2019,Chevrolet,30975.0,Used
2016 Lexus IS 200t,Used,82926,20998.0,395.0,CarMax Golden,2016,Lexus,82926.0,Used
2022 Mercedes-Benz C-Class Sedan,Used,43008,31895.0,600.0,Jidd Motors Mitsubishi,2022,Mercedes-Benz,43008.0,Used
2024 Lexus RC 350 F Sport,New,,58998.0,1109.0,McGrath Lexus of Westmont,2024,Lexus,,New
2021 Jeep Renegade Latitude,Used,38256,19795.0,372.0,DriveTime of South Chicago,2021,Jeep,38256.0,Used
2020 Chevrolet Tahoe LT,Used,45419,41950.0,789.0,Net Motorcars,2020,Chevrolet,45419.0,Used
2024 Ford Bronco Big Bend,New,,47658.0,896.0,Ford of Homewood,2024,Ford,,New
2020 Volvo XC90 T5 Momentum 7 Passenger,Used,37377,29500.0,555.0,BMW of Orland Park,2020,Volvo,37377.0,Used
2022 Kia Forte LXS,Used,43318,13920.0,262.0,Arlington Nissan,2022,Kia,43318.0,Used
2016 Lexus ES 350 Base,Used,106859,18995.0,357.0,Woodfield Lexus,2016,Lexus,106859.0,Used
2025 Volkswagen Atlas Cross Sport 2.0T SE w/Technology 4MOTION,New,,43591.0,819.0,City Volkswagen of Highland,2025,Volkswagen,,New
2025 Volkswagen Atlas Cross Sport 2.0T SEL Premium,New,,51699.0,972.0,City Volkswagen of Highland,2025,Volkswagen,,New
2025 Subaru Crosstrek Limited,New,,36049.0,678.0,Napleton's Schaumburg Subaru,2025,Subaru,,New
2020 Honda Pilot Touring 7-Passenger,Used,87064,23998.0,451.0,Import Exchange Inc.,2020,Honda,87064.0,Used
2014 Lexus GX 460 Base,Used,151272,18734.0,352.0,Napleton's Schaumburg Subaru,2014,Lexus,151272.0,Used
2025 Mercedes-Benz AMG GLE 53 4MATIC+,Mercedes-Benz Certified,3708,89999.0,1692.0,Mercedes-Benz of Hoffman Estates,2025,Mercedes-Benz,3708.0,Certified
2021 Volvo XC40 Recharge Pure Electric Recharge P8 eAWD Pure Electric,Used,17336,27495.0,517.0,Conway Imports,2021,Volvo,17336.0,Used
2015 Jeep Renegade Limited,Used,36335,14477.0,272.0,Castle Chrysler Dodge Jeep Ram of Naperville,2015,Jeep,36335.0,Used
2024 Subaru Outback Wilderness,Used,22511,32795.0,616.0,Haggerty Ford,2024,Subaru,22511.0,Used
2023 Acura MDX A-SPEC,Used,21739,45799.0,861.0,McGrath Acura of Downtown Chicago,2023,Acura,21739.0,Used
2020 Ford Escape SE,Used,97050,13949.0,262.0,Midway Dodge,2020,Ford,97050.0,Used
2024 Honda Ridgeline TrailSport,Honda Certified,1583,39497.0,742.0,Honda City Chicago,2024,Honda,1583.0,Certified
2021 Volkswagen Tiguan SE R-Line Black,Used,8492,26998.0,507.0,CarMax Columbus,2021,Volkswagen,8492.0,Used
2025 Chevrolet Equinox 1LT,New,,26590.0,500.0,Currie Motors Chevrolet,2025,Chevrolet,,New
2024 Alfa Romeo Stelvio Base,Used,15057,34934.0,657.0,Napleton's Countryside Mazda,2024,Alfa Romeo,15057.0,Used
2017 Honda Accord Hybrid,Used,95913,17998.0,338.0,CarMax Albany,2017,Honda,95913.0,Used
2024 RAM ProMaster 2500 High Roof,New,,44518.0,837.0,Larry Roesch Dodge Chrysler Jeep RAM,2024,RAM,,New
2021 INFINITI QX50 Luxe,INFINITI Certified,21776,28415.0,534.0,INFINITI of Clarendon Hills,2021,INFINITI,21776.0,Certified
2020 Chevrolet Colorado WT,Used,66761,16250.0,305.0,Gmotorcars Commercial Truck,2020,Chevrolet,66761.0,Used
2006 Jaguar XJ Super V8,Used,140111,7950.0,149.0,Chicago Motor Credit,2006,Jaguar,140111.0,Used
2021 Jaguar F-PACE S P250 AWD Automatic,Used,71096,26000.0,489.0,Napleton's River Oaks Chrysler Jeep Dodge RAM,2021,Jaguar,71096.0,Used
2025 Chevrolet Equinox 1LT,New,,33675.0,633.0,Bill Kay Chevrolet,2025,Chevrolet,,New
2025 Chevrolet Equinox 1LT,New,,33120.0,623.0,Bill Kay Chevrolet,2025,Chevrolet,,New
2025 Chevrolet Equinox 1LT,New,,31980.0,601.0,Bill Kay Chevrolet,2025,Chevrolet,,New
2025 Chevrolet Equinox 1LT,New,,27895.0,524.0,Bill Kay Chevrolet,2025,Chevrolet,,New
2025 Chevrolet Equinox 1LT,New,,32180.0,605.0,Bill Kay Chevrolet,2025,Chevrolet,,New
2025 Chevrolet Equinox 1LT,New,,27995.0,526.0,Bill Kay Chevrolet,2025,Chevrolet,,New
2018 Ford Transit-350 Base,Used,169099,14900.0,280.0,Highland Park Truck & Auto Center,2018,Ford,169099.0,Used
2021 Ford Explorer XLT,Ford Certified,62053,23797.0,447.0,Currie Motors Ford of Frankfort,2021,Ford,62053.0,Certified
2025 Chevrolet Equinox LT,New,,28621.0,538.0,Phillips Chevrolet,2025,Chevrolet,,New
2021 Audi A5 Sportback 45 S Line Premium Plus,Audi Certified,35681,31991.0,601.0,Audi Naperville,2021,Audi,35681.0,Certified
2024 Acura RDX Advance Package,Prequalify now,4159,46991.0,883.0,McGrath Acura of Downtown Chicago,2024,Acura,4159.0,Used
2025 Audi Q5 40 Premium Plus,New,,54575.0,1026.0,Fletcher Jones Audi,2025,Audi,,New
2025 Chevrolet Equinox AWD ACTIV,New,,35930.0,675.0,Napleton Downtown Chevrolet Buick GMC,2025,Chevrolet,,New
2020 Toyota Supra 3.0 Premium,Used,26367,49998.0,940.0,CarMax Rochester,2020,Toyota,26367.0,Used
2025 Hyundai Elantra SEL,New,,27240.0,512.0,McGrath City Hyundai,2025,Hyundai,,New
2021 Chevrolet Spark LT,Used,47564,15998.0,301.0,CarMax Oak Lawn,2021,Chevrolet,47564.0,Used
2020 MINI Countryman S ALL4,Used,27972,25998.0,489.0,CarMax Hillside (Eisenhower Expy),2020,MINI,27972.0,Used
2025 Chevrolet Equinox 1LT,New,,31986.0,601.0,Advantage Chevrolet,2025,Chevrolet,,New
2016 Hyundai Elantra SE,Used,91024,12998.0,244.0,CarMax Lynchburg,2016,Hyundai,91024.0,Used
2022 BMW X3 xDrive30i,Used,33902,32750.0,616.0,McGrath Lexus of Westmont,2022,BMW,33902.0,Used
2025 Mercedes-Benz GLE 450e 4MATIC,New,,80250.0,1508.0,Mercedes-Benz of Westmont,2025,Mercedes-Benz,,New
2018 Porsche Macan Base,Used,86229,22950.0,431.0,Net Motorcars,2018,Porsche,86229.0,Used
2022 Ford F-150 XLT,Used,42256,34988.0,658.0,Family Hyundai,2022,Ford,42256.0,Used
2024 Honda Passport AWD TrailSport,Honda Certified,1061,43977.0,827.0,Community Honda of Orland Park,2024,Honda,1061.0,Certified
2020 Chevrolet Silverado 1500 Custom,Used,49258,27998.0,526.0,Bill Kay Chevrolet,2020,Chevrolet,49258.0,Used
2021 Nissan Sentra SR,Used,44003,18588.0,349.0,Honda of Lisle,2021,Nissan,44003.0,Used
2024 Ford Bronco Outer Banks,New,,58285.0,1096.0,Webb Ford,2024,Ford,,New
2023 Buick Envision Essence AWD,Buick Certified,5011,32775.0,616.0,Arlington Heights Buick GMC,2023,Buick,5011.0,Certified
2015 Lexus GX 460 Base,Used,85390,26000.0,489.0,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,2015,Lexus,85390.0,Used
2024 Audi Q5 45 S line quattro Premium,Audi Certified,7293,43880.0,825.0,Audi Hoffman Estates,2024,Audi,7293.0,Certified
2024 Mercedes-Benz Sprinter 3500XD High Roof,Used,202,189800.0,3568.0,Chicago Motor Cars,2024,Mercedes-Benz,202.0,Used
2018 Porsche 718 Cayman GTS,Used,44017,69991.0,1316.0,Audi Naperville,2018,Porsche,44017.0,Used
2024 Honda Odyssey EX-L,Honda Certified,23190,36297.0,682.0,Honda City Chicago,2024,Honda,23190.0,Certified
2024 Ford Bronco Black Diamond,New,,56493.0,1062.0,Zeigler Ford of North Riverside,2024,Ford,,New
2025 Dodge Durango GT AWD,New,,51585.0,970.0,Sherman Dodge Chrysler Jeep RAM,2025,Dodge,,New
2015 Chrysler 200 S,Used,99310,12599.0,237.0,CarMax Dothan,2015,Chrysler,99310.0,Used
2022 Honda CR-V AWD EX-L,Used,49235,26999.0,507.0,The Autobarn Countryside Subaru,2022,Honda,49235.0,Used
2019 RAM 3500 Tradesman,Used,80980,46998.0,883.0,CarMax Jackson (MS),2019,RAM,80980.0,Used
2025 Chevrolet Equinox 1LT,New,,30495.0,573.0,Golf Mill Chevrolet,2025,Chevrolet,,New
2018 GMC Acadia SLE-2,Used,62840,17900.0,336.0,Al Piemonte Buick GMC,2018,GMC,62840.0,Used
2025 Mercedes-Benz GLE 350 4MATIC,Mercedes-Benz Certified,1509,68877.0,1295.0,Mercedes-Benz of Westmont,2025,Mercedes-Benz,1509.0,Certified
2017 Lexus GX 460,Used,81582,29998.0,564.0,CarMax Glencoe (Edens Expy),2017,Lexus,81582.0,Used
2024 Ford Bronco Big Bend,New,,50488.0,949.0,Joe Rizza Ford Lincoln,2024,Ford,,New
2022 Nissan Rogue Platinum,Nissan Certified,20162,31900.0,600.0,Glendale Nissan,2022,Nissan,20162.0,Certified
2025 Chevrolet Equinox 1LT,New,,28796.0,541.0,Sunrise Chevrolet of Glendale Heights,2025,Chevrolet,,New
2015 Bentley Continental GT V8,Used,39386,64995.0,1222.0,Greater Chicago Motors,2015,Bentley,39386.0,Used
2022 Chevrolet Trax LT,Used,37750,17991.0,338.0,Chevrolet of Homewood,2022,Chevrolet,37750.0,Used
2025 Chevrolet Equinox 1LT,New,,26996.0,507.0,Sunrise Chevrolet of Glendale Heights,2025,Chevrolet,,New
2025 Audi Q5 45 S line Premium,New,,53100.0,998.0,The Audi Exchange,2025,Audi,,New
2025 Audi Q5 45 S line Premium Plus,New,,57640.0,1083.0,The Audi Exchange,2025,Audi,,New
2012 Toyota RAV4 Base,Used,103080,11475.0,216.0,Arlington Heights Buick GMC,2012,Toyota,103080.0,Used
2023 Audi Q7 55 Premium Plus,Used,15506,49995.0,940.0,Napleton's Schaumburg Buick GMC,2023,Audi,15506.0,Used
2014 Scion tC Base,Used,41804,17985.0,338.0,CollegeCarsChicago.com,2014,Scion,41804.0,Used
2014 Mercedes-Benz GLK-Class GLK 350 4MATIC,Used,131255,10531.0,198.0,BMW of Schererville,2014,Mercedes-Benz,131255.0,Used
2021 Nissan Kicks S,Used,24211,16464.0,309.0,Berman Nissan of Chicago,2021,Nissan,24211.0,Used
2023 Mercedes-Benz CLA 250,Used,24074,34998.0,658.0,CarMax Tupelo,2023,Mercedes-Benz,24074.0,Used
2025 Hyundai Sonata SEL,New,,27309.0,513.0,McGrath City Hyundai,2025,Hyundai,,New
2022 Honda Odyssey EX-L,Used,17569,34976.0,657.0,Zeigler Buick GMC of Lincolnwood,2022,Honda,17569.0,Used
2019 Jeep Renegade Latitude,Used,47359,13900.0,261.0,Capital Auto Finance,2019,Jeep,47359.0,Used
2009 Nissan Altima 2.5 SL,Used,48566,7995.0,150.0,Moto Zone Inc.,2009,Nissan,48566.0,Used
2022 Toyota Corolla LE,Used,51451,19695.0,370.0,Baha Auto Group Inc.,2022,Toyota,51451.0,Used
2019 Jaguar F-PACE 25t Prestige,Used,54078,25998.0,489.0,CarMax Buford,2019,Jaguar,54078.0,Used
2024 Ford Bronco Wildtrak,New,,63923.0,1202.0,Roesch Ford,2024,Ford,,New
2019 Jaguar I-PACE First Edition,Used,46257,23985.0,451.0,Jidd Motors Mitsubishi,2019,Jaguar,46257.0,Used
2018 Land Rover Range Rover 5.0L Supercharged,Used,59339,37888.0,712.0,Chicago Auto Place,2018,Land Rover,59339.0,Used
2019 Toyota Camry XSE,Used,65963,28950.0,544.0,Net Motorcars,2019,Toyota,65963.0,Used
2018 Cadillac ATS 2.0L Turbo Luxury,Used,90092,18550.0,349.0,Rizza Cadillac Buick GMC,2018,Cadillac,90092.0,Used
2021 Ford F-150 Lariat,Used,34857,47990.0,902.0,Joe Rizza Ford Lincoln,2021,Ford,34857.0,Used
2023 Volkswagen Tiguan 2.0T SEL R-Line 4MOTION,Used,28158,29371.0,552.0,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,2023,Volkswagen,28158.0,Used
2023 GMC Acadia AWD SLE,Used,18735,29995.0,564.0,Bill Kay Buick GMC,2023,GMC,18735.0,Used
2025 Chevrolet Equinox 1LT,New,,38495.0,724.0,Chevrolet of Homewood,2025,Chevrolet,,New
2023 Subaru Outback Premium,Subaru Certified,39139,25936.0,487.0,Napleton's Schaumburg Subaru,2023,Subaru,39139.0,Certified
2024 Mercedes-Benz Sprinter 3500XD Cargo 170 WB,New,,91123.0,1713.0,Mercedes-Benz of Hoffman Estates,2024,Mercedes-Benz,,New
2021 Audi A6 45 Sport Premium,Used,33866,31444.0,591.0,Fletcher Jones Audi,2021,Audi,33866.0,Used
2025 Buick Encore GX Preferred,New,,24776.0,466.0,Zeigler Buick GMC of Lincolnwood,2025,Buick,,New
2025 Buick Encore GX Sport Touring,New,,26879.0,505.0,Zeigler Buick GMC of Lincolnwood,2025,Buick,,New
2020 BMW X2 SDrive28i,Used,43469,24998.0,470.0,CarMax Augusta,2020,BMW,43469.0,Used
2022 Ford F-150 XLT,Ford Certified,29358,37577.0,706.0,Al Piemonte Ford,2022,Ford,29358.0,Certified
2024 Cadillac XT6 Premium Luxury FWD,Used,16647,45500.0,855.0,Al Piemonte Nissan,2024,Cadillac,16647.0,Used
2024 Hyundai Tucson Plug-In Hybrid SEL,Used,17599,29998.0,564.0,CarMax Nashville,2024,Hyundai,17599.0,Used
2024 Cadillac LYRIQ Luxury w/1SE,New,,76170.0,1432.0,Napleton Cadillac of Oak Lawn,2024,Cadillac,,New
2020 Chevrolet Trax LT,Used,55060,14494.0,272.0,Castle Chevrolet of Villa Park,2020,Chevrolet,55060.0,Used
2023 Volkswagen Tiguan 2.0T S,Volkswagen Certified,15257,22300.0,419.0,Larry Roesch Volkswagen,2023,Volkswagen,15257.0,Certified
2021 Mercedes-Benz GLE 350 4MATIC,Used,25905,43895.0,825.0,Jidd Motors Mitsubishi,2021,Mercedes-Benz,25905.0,Used
2024 Land Rover Defender 110 P400 X-Dynamic SE,New,,87498.0,1645.0,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",2024,Land Rover,,New
2025 Volvo EX30 Twin Motor Ultra,New,,48595.0,913.0,Volvo Cars Lisle,2025,Volvo,,New
2021 Audi Q5 Premium Plus,Audi Certified,48070,29687.0,558.0,The Audi Exchange,2021,Audi,48070.0,Certified
2025 Audi Q5 40 Premium Plus,New,,54575.0,1026.0,The Audi Exchange,2025,Audi,,New
2023 Genesis GV70 3.5T Sport,Used,7341,51498.0,968.0,Genesis of Schaumburg,2023,Genesis,7341.0,Used
2025 Genesis GV70 2.5T,New,,59130.0,1111.0,Genesis of Schaumburg,2025,Genesis,,New
2016 BMW 428 i SULEV,Used,86013,16995.0,319.0,Exclusive Auto Haus,2016,BMW,86013.0,Used
2012 Volkswagen Touareg TDI Sport,Used,129000,10900.0,205.0,EMH Motors,2012,Volkswagen,129000.0,Used
2025 Chevrolet Equinox RS,New,,33465.0,629.0,Phillips Chevrolet,2025,Chevrolet,,New
2025 Chevrolet Trailblazer LT,New,,28415.0,534.0,Phillips Chevrolet,2025,Chevrolet,,New
2025 Chevrolet Equinox 1LT,New,,33065.0,622.0,The Chevrolet Exchange,2025,Chevrolet,,New
2024 Ford Bronco Black Diamond,New,,56028.0,1053.0,Zeigler Ford of North Riverside,2024,Ford,,New
2025 Buick Encore GX Preferred,New,,27407.0,515.0,Zeigler Buick GMC of Lincolnwood,2025,Buick,,New
2024 Mazda Mazda3 FWD w/Select Package,Used,1733,23295.0,438.0,The Autobarn Mazda of Evanston,2024,Mazda,1733.0,Used
2021 Genesis GV80,Used,23049,37998.0,714.0,CarMax Bakersfield,2021,Genesis,23049.0,Used
2024 Mazda Mazda3 2.5 Turbo AWD,Used,3503,31695.0,596.0,The Autobarn Mazda of Evanston,2024,Mazda,3503.0,Used
2025 Chevrolet Equinox 1LT,New,,28886.0,543.0,Advantage Chevrolet of Bridgeview,2025,Chevrolet,,New
2023 Nissan Pathfinder SL 4WD,Used,11900,31372.0,590.0,Old Orchard Nissan,2023,Nissan,11900.0,Used
2023 Cadillac XT6 Premium Luxury,Used,32160,40998.0,771.0,CarMax Columbia,2023,Cadillac,32160.0,Used
2025 Land Rover Defender 110 P500 X-Dynamic SE,New,,112413.0,2113.0,Jaguar Land Rover Hinsdale,2025,Land Rover,,New
2018 BMW M550 i Xdrive,Used,83011,26986.0,507.0,Star Motor Sales,2018,BMW,83011.0,Used
2019 Honda Civic EX,Used,67650,19159.0,360.0,Phillips Chevrolet of Lansing,2019,Honda,67650.0,Used
2025 Chevrolet Equinox 1LT,New,,30625.0,576.0,Bill Kay Chevrolet,2025,Chevrolet,,New
2024 Audi A3 Premium,Audi Certified,2880,30390.0,571.0,The Audi Exchange,2024,Audi,2880.0,Certified
